date,fire_scar,site,plot,location,site_notes,plant_species,plant_species_cover,veg_cover_notes,photos,plant_photos
7/27/2025,Slate,SLAT4,C,3 m,Big root ball in plot. Included in CWD,Geranium bicknellii,1,,25b494bc-d9dd-4f9a-9c78-8ab415a44004,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Carex spp,7,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Arctagrostis latifolia,1,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Eriophorum vaginatum,1,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],8,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Betula glandulosa,4,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Vaccinium vitis-idaea,4,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Vaccinium uliginosum,2,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Petasites frigidus,1,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Salix spp,1,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Fine Woody Debris,4,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/29/2025,McDonald,MCDO5,B,9 m,Yellow jacket nest right next to plot on left side of tape. Sampled on right side.,Snag,2,,7af800da-3132-440e-9e86-c7df73dac4d3,
7/27/2025,Slate,SLAT6,C,9 m,,Fine Woody Debris,1,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Equisetum arvense,2,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Cornus canadensis,1,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Vaccinium uliginosum,1,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Unknown grass 1,1,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/27/2025,Slate,SLAT6,C,9 m,,Vaccinium vitis-idaea,0.1,,e38d47a1-129d-48d5-b536-62398c394dc9,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Picea mariana,3,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Empetrum nigrum,10,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Rubus chamaemorus,3,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Carex spp,2,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Ledum palustre subsp. decumbens [Rhododendron tomentosum],3,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Geocaulon lividum,2,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Unknown grass 1,1,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Equisetum sylvaticum,7,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Vaccinium vitis-idaea,4,,919af289-174f-4fe2-9737-107ad6c68e63,
7/21/2025,Aggie,AGCR3,C,9 m,Written,Vaccinium uliginosum,1,,919af289-174f-4fe2-9737-107ad6c68e63,
7/22/2025,Aggie,AGCR5,C,3 m,,Picea mariana,30,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Petasites frigidus,3,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Salix spp,2,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Vaccinium uliginosum,2,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Cornus canadensis,7,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],2,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Unknown grass 1,1,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Rubus chamaemorus,1,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Equisetum sylvaticum,80,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Coarse woody debris,25,,62c741f4-f461-456b-a94b-c3228e7402ae,
7/22/2025,Aggie,AGCR5,C,3 m,,Snag,2,,62c741f4-f461-456b-a94b-c3228e7402ae,
8/5/2025,Troublesome,TROU5,A,9 m,,Carex spp,10,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Picea mariana,0.1,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Betula nana,7,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],1,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Rubus chamaemorus,1,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Vaccinium vitis-idaea,5,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],9,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Polygonum spp,4,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Fine Woody Debris,4,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Coarse woody debris,2,,2ee44829-6055-4a7c-bf84-cf3f92750620,
8/5/2025,Troublesome,TROU5,A,9 m,,Oxycoccus microcarpos [Vaccinium oxycoccos],1,,2ee44829-6055-4a7c-bf84-cf3f92750620,
7/23/2025,Globe,GLOB6,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],23,,54fed941-fbfb-438b-920f-5fbd0ffdc9da,
7/23/2025,Globe,GLOB6,B,9 m,,Coarse woody debris,50,,54fed941-fbfb-438b-920f-5fbd0ffdc9da,
7/23/2025,Globe,GLOB6,B,9 m,,Fine Woody Debris,5,,54fed941-fbfb-438b-920f-5fbd0ffdc9da,
7/29/2025,McDonald,MCDO6,C,9 m,,Eriophorum vaginatum,4,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Salix spp,2,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Carex spp,1,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Equisetum scirpoides,0.1,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Betula glandulosa,0.1,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Vaccinium uliginosum,1,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Vaccinium vitis-idaea,1,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Fine Woody Debris,4,,1495725c-31a8-4b10-860b-73171af9092e,
7/29/2025,McDonald,MCDO6,C,9 m,,Snag,5,,1495725c-31a8-4b10-860b-73171af9092e,
7/26/2025,Slate,SLAT2,C,3 m,,Calamagrostis,1,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/26/2025,Slate,SLAT2,C,3 m,,Epilobium angustifolium [Chamerion angustifolium],1,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/26/2025,Slate,SLAT2,C,3 m,,Equisetum sylvaticum,0.1,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/26/2025,Slate,SLAT2,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],0.1,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/26/2025,Slate,SLAT2,C,3 m,,Coarse woody debris,20,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/26/2025,Slate,SLAT2,C,3 m,,Fine Woody Debris,7,,81f84701-ab55-4520-a1fc-15ccbc331674,
7/25/2025,McDonald,MCDO2,B,9 m,,Unknown grass 2,6,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Unknown grass 1,3,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Vaccinium uliginosum,1,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Betula nana,1,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Petasites frigidus,1,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Salix spp,1,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Fine Woody Debris,2,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
7/25/2025,McDonald,MCDO2,B,9 m,,Vaccinium vitis-idaea,0.1,,cde4d8fa-14cf-4190-901c-a61f2f68f757,
8/3/2025,Chitanana,CHIT4,A,9 m,,Eriophorum vaginatum,20,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Vaccinium uliginosum,7,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Betula nana,3,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Vaccinium vitis-idaea,6,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Rubus chamaemorus,7,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],2,,9a98616d-043a-4756-97b1-50c97c58f9ba,
8/3/2025,Chitanana,CHIT4,A,9 m,,Unknown grass 1,0.1,,9a98616d-043a-4756-97b1-50c97c58f9ba,
7/26/2025,Slate,SLAT3,C,3 m,,Eriophorum vaginatum,20,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Betula glandulosa,7,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Rubus chamaemorus,8,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Vaccinium vitis-idaea,8,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],5,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Snag,3,,df339016-bafc-4ec7-aca3-efcf44257685,
7/26/2025,Slate,SLAT3,C,3 m,,Fine Woody Debris,5,,df339016-bafc-4ec7-aca3-efcf44257685,
7/21/2025,Aggie,AGCR1,C,6 m,,Betula neoalaskana,4,,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c,
7/21/2025,Aggie,AGCR1,C,6 m,,Picea mariana,1,,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c,
7/21/2025,Aggie,AGCR1,C,6 m,,Epilobium angustifolium [Chamerion angustifolium],2,,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c,
7/21/2025,Aggie,AGCR1,C,6 m,,Polygonum spp,1,,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c,
7/21/2025,Aggie,AGCR1,C,6 m,,Unknown grass 1,3,,6d9d7124-7b62-40b6-aa2f-9e0ea1732b7c,
8/2/2025,Troublesome,TROU2,B,9 m,,Vaccinium uliginosum,2,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Epilobium angustifolium [Chamerion angustifolium],7,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],1,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Betula glandulosa,1,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Equisetum pratense,2,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Fern,2,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Fine Woody Debris,2,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Arctagrostis latifolia,9,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Unknown aster,1,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Equisetum scirpoides,0.1,,5597c7f8-0348-417d-a0e4-85c6708d055c,
8/2/2025,Troublesome,TROU2,B,9 m,,Wilhelmsia physodes,1,,5597c7f8-0348-417d-a0e4-85c6708d055c,
7/23/2025,Globe,GLOB5,A,3 m,,Epilobium angustifolium [Chamerion angustifolium],4,,ee2f06ce-93d8-41c2-ae52-7d9340635780,
7/23/2025,Globe,GLOB5,A,3 m,,Equisetum scirpoides,10,,ee2f06ce-93d8-41c2-ae52-7d9340635780,
7/23/2025,Globe,GLOB5,A,3 m,,Equisetum arvense,6,,ee2f06ce-93d8-41c2-ae52-7d9340635780,
7/23/2025,Globe,GLOB5,A,3 m,,Coarse woody debris,11,,ee2f06ce-93d8-41c2-ae52-7d9340635780,
8/2/2025,Troublesome,TROU2,A,9 m,,Epilobium angustifolium [Chamerion angustifolium],15,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Arctagrostis latifolia,5,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Unknown aster,1,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Arctostaphylos rubra [Arctous rubra],1,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Salix spp,3,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],0.1,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Equisetum arvense,1,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Equisetum scirpoides,1,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Fine Woody Debris,3,,7f5accea-615d-4d62-8404-8bc53f430cb0,
8/2/2025,Troublesome,TROU2,A,9 m,,Coarse woody debris,8,,7f5accea-615d-4d62-8404-8bc53f430cb0,
7/31/2025,Globe,GLOB1,A,3 m,,Eriophorum vaginatum,5,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Rubus chamaemorus,18,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],7,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],6,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Vaccinium vitis-idaea,5,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Picea mariana,0.1,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Spiraea beauverdiana (stevenii),2,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Betula glandulosa,0.1,,72239516-0d89-4646-b743-ef6306ced6b8,
7/31/2025,Globe,GLOB1,A,3 m,,Fine Woody Debris,7,,72239516-0d89-4646-b743-ef6306ced6b8,
8/8/2025,Isom,ISOM3,B,9 m,,Arctagrostis latifolia,5,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Vaccinium uliginosum,20,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],6,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Equisetum arvense,3,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Equisetum scirpoides,4,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Vaccinium vitis-idaea,2,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Coarse woody debris,2,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM3,B,9 m,,Fine Woody Debris,5,,d283db12-d71c-4c35-990a-cc2813590557,
8/8/2025,Isom,ISOM2,B,3 m,,Rosa acicularis,3,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Epilobium angustifolium [Chamerion angustifolium],2,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],8,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Vaccinium uliginosum,4,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Equisetum sylvaticum,4,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Equisetum scirpoides,1,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Coarse woody debris,7,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Fine Woody Debris,8,,495ea034-ea48-4a51-9f79-c09a036d766b,
8/8/2025,Isom,ISOM2,B,3 m,,Vaccinium vitis-idaea,1,,495ea034-ea48-4a51-9f79-c09a036d766b,
7/29/2025,McDonald,MCDO6,A,3 m,,Eriophorum vaginatum,6,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],3,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Salix spp,2,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Petasites frigidus,0.1,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Vaccinium uliginosum,0.1,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Vaccinium vitis-idaea,1,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Fine Woody Debris,2,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Unknown grass 1,2,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Carex spp,2,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/29/2025,McDonald,MCDO6,A,3 m,,Snag,1,,e2eb5df6-47b4-444b-814c-1fdc85f91521,
7/25/2025,McDonald,MCDO2,C,9 m,,Salix spp,2,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Betula glandulosa,1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Rosa acicularis,2,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],2,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Vaccinium uliginosum,1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Petasites frigidus,1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Unknown grass 2,1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Vaccinium vitis-idaea,0.1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Picea mariana,0.1,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Fine Woody Debris,4,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/25/2025,McDonald,MCDO2,C,9 m,,Snag,5,,a72d4772-a354-4de2-bcf4-8d8b5c221c52,
7/26/2025,Slate,SLAT1,C,6 m,,Calamagrostis spp,10,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Equisetum sylvaticum,3,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Rubus chamaemorus,2,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Vaccinium uliginosum,1,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Vaccinium vitis-idaea,0.1,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Coarse woody debris,2,,c7730a47-dfab-4824-b364-95ea312d0c45,
7/26/2025,Slate,SLAT1,C,6 m,,Fine Woody Debris,2,,c7730a47-dfab-4824-b364-95ea312d0c45,
8/8/2025,Isom,ISOM3,C,9 m,,Equisetum arvense,10,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Salix spp,27,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Vaccinium uliginosum,6,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum],4,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Vaccinium vitis-idaea,1,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Coarse woody debris,7,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/8/2025,Isom,ISOM3,C,9 m,,Fine Woody Debris,2,,c9f661f9-ac88-4f42-84b7-3dd4c066217f,
8/5/2025,Troublesome,TROU4,C,9 m,,Salix spp,8,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Alnus viridis,2,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Vaccinium uliginosum,15,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Vaccinium vitis-idaea,5,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Ledum palustre subsp. decumbens [Rhododendron tomentosum],5,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Rubus chamaemorus,4,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Betula nana,1,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Carex spp,6,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Picea mariana,0.1,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Betula neoalaskana,0.1,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Calamagrostis spp.,1,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Fine Woody Debris,8,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/5/2025,Troublesome,TROU4,C,9 m,,Coarse woody debris,10,,2589bc6d-8fd6-4a2e-8019-61fd6a8257b4,
8/2/2025,Troublesome,TROU1,A,3 m,,Spiraea beauverdiana (stevenii),5,,2a451d96-2056-4b31-b4e4-ea7d1d007015,
8/2/2025,Troublesome,TROU1,A,3 m,,Calamagrostis,5,,2a451d96-2056-4b31-b4e4-ea7d1d007015,
