"","date","fire_scar","site","plot","location","site_notes","ground_cover_type","ground_percent_cover","ground_cover_notes"
"2449","2024-08-02","Teklanika ","Tekl4","B","3 m","","Burned Lichen",1,""
"2450","2024-08-02","Teklanika ","Tekl4","B","3 m","","Coarse Woody Debris",2,""
"2451","2024-08-02","Teklanika ","Tekl4","B","3 m","","Fine Woody Debris",0.1,""
"2452","2024-08-02","Teklanika ","Tekl4","B","3 m","","Organic",43,""
"2453","2024-08-02","Teklanika ","Tekl4","B","3 m","","Litter",53.9,""
"2454","2024-07-29","McCoy Creek","McCr2","A","6 m","","Polytrichum",0.1,""
"2455","2024-07-29","McCoy Creek","McCr2","A","6 m","","Coarse Woody Debris",3,""
"2456","2024-07-29","McCoy Creek","McCr2","A","6 m","","Fine Woody Debris",2,""
"2457","2024-07-29","McCoy Creek","McCr2","A","6 m","","Litter",4,""
"2458","2024-07-29","McCoy Creek","McCr2","A","6 m","","Burned Moss",18,""
"2459","2024-07-29","McCoy Creek","McCr2","A","6 m","","Ceratodon purpureus",1,""
"2460","2024-07-29","McCoy Creek","McCr2","A","6 m","","Organic",71.9,""
"2461","2024-08-07","McCoy Creek","McCr3","A","3 m","","Polytrichum",1,""
"2462","2024-08-07","McCoy Creek","McCr3","A","3 m","","Coarse Woody Debris",2,""
"2463","2024-08-07","McCoy Creek","McCr3","A","3 m","","Fine Woody Debris",1,""
"2464","2024-08-07","McCoy Creek","McCr3","A","3 m","","Marchantia polymorpha",2,""
"2465","2024-08-07","McCoy Creek","McCr3","A","3 m","","Litter",1,""
"2466","2024-08-07","McCoy Creek","McCr3","A","3 m","","Ceratodon purpureus",12,""
"2467","2024-08-07","McCoy Creek","McCr3","A","3 m","","Mineral ",0.1,""
"2468","2024-08-07","McCoy Creek","McCr3","A","3 m","","Organic",80.9,""
"2469","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Grass Litter",6,""
"2470","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Organic",1,""
"2471","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Fine Woody Debris",0.1,""
"2472","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Coarse Woody Debris",2,""
"2473","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Marchantia polymorpha",19,""
"2474","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Ceratodon/Pohlia",4,""
"2475","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Crustose Lichen",0.1,""
"2476","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Litter",4,""
"2477","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Polytrichum",64,""
"2478","2024-07-14","Haystack","Hays3","A","3 m","","Ceratodon purpureus",5,""
"2479","2024-07-14","Haystack","Hays3","A","3 m","","Coarse Woody Debris",2,""
"2480","2024-07-14","Haystack","Hays3","A","3 m","","Fine Woody Debris",4,""
"2481","2024-07-14","Haystack","Hays3","A","3 m","","Fruticose Lichen",1,""
"2482","2024-07-14","Haystack","Hays3","A","3 m","","Grass Litter",2,""
"2483","2024-07-14","Haystack","Hays3","A","3 m","","Litter",0.1,""
"2484","2024-07-14","Haystack","Hays3","A","3 m","","Organic",12,""
"2485","2024-07-14","Haystack","Hays3","A","3 m","","Unburned moss",73.9,""
"2486","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Polytrichum",4,""
"2487","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Marchantia polymorpha",2,""
"2488","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Coarse Woody Debris",3,""
"2489","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Ceratodon purpureus",3,""
"2490","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Fine Woody Debris",0.1,""
"2491","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Organic",2,""
"2492","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Litter",85.9,""
"2493","2024-08-06","Dry Creek","DrCr4","B","3 m","","Polytrichum",4,""
"2494","2024-08-06","Dry Creek","DrCr4","B","3 m","","Coarse Woody Debris",6,""
"2495","2024-08-06","Dry Creek","DrCr4","B","3 m","","Fine Woody Debris",2,""
"2496","2024-08-06","Dry Creek","DrCr4","B","3 m","","Ceratodon purpureus",0.1,""
"2497","2024-08-06","Dry Creek","DrCr4","B","3 m","","Grass Litter",0.1,""
"2498","2024-08-06","Dry Creek","DrCr4","B","3 m","","Organic",111,""
"2499","2024-08-06","Dry Creek","DrCr4","B","3 m","","Litter",76.8,""
"2500","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Polytrichum",16,""
"2501","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Ceratodon purpureus",7,""
"2502","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Foliose Lichen",1,""
"2503","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Burned Lichen",0.1,""
"2504","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Coarse Woody Debris",23,""
"2505","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Fine Woody Debris",6,""
"2506","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Organic",4,""
"2507","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Marchantia polymorpha",4,""
"2508","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Litter",38.9,""
"2509","2024-07-23","Hess Creek","HeCr5","B","6 m","","Foliose Lichen",1,""
"2510","2024-07-23","Hess Creek","HeCr5","B","6 m","","Burned Lichen",3,""
"2511","2024-07-23","Hess Creek","HeCr5","B","6 m","","Ceratodon/Pohlia",6,""
"2512","2024-07-23","Hess Creek","HeCr5","B","6 m","","Coarse Woody Debris",1,""
"2513","2024-07-23","Hess Creek","HeCr5","B","6 m","","Fine Woody Debris",0.1,""
"2514","2024-07-23","Hess Creek","HeCr5","B","6 m","","Grass Litter",20,""
"2515","2024-07-23","Hess Creek","HeCr5","B","6 m","","Litter",25,""
"2516","2024-07-23","Hess Creek","HeCr5","B","6 m","","Organic",44,""
"2517","2024-07-28","McCoy Creek","McCr4","B","3 m","","Litter",14,""
"2518","2024-07-28","McCoy Creek","McCr4","B","3 m","","Marchantia polymorpha",7,""
"2519","2024-07-28","McCoy Creek","McCr4","B","3 m","","Organic",6,""
"2520","2024-07-28","McCoy Creek","McCr4","B","3 m","","Coarse Woody Debris",6,""
"2521","2024-07-28","McCoy Creek","McCr4","B","3 m","","Fine Woody Debris",5,""
"2522","2024-07-28","McCoy Creek","McCr4","B","3 m","","Ceratodon purpureus",62,""
"2523","2024-07-29","McCoy Creek","McCr6","B","6 m","","Burned Moss",5,""
"2524","2024-07-29","McCoy Creek","McCr6","B","6 m","","Burned Lichen",0.1,""
"2525","2024-07-29","McCoy Creek","McCr6","B","6 m","","Pleurozium",1,""
"2526","2024-07-29","McCoy Creek","McCr6","B","6 m","","Coarse Woody Debris",10,""
"2527","2024-07-29","McCoy Creek","McCr6","B","6 m","","Fine Woody Debris",7,""
"2528","2024-07-29","McCoy Creek","McCr6","B","6 m","","Marchantia polymorpha",0.1,""
"2529","2024-07-29","McCoy Creek","McCr6","B","6 m","","Ceratodon purpureus",0.1,""
"2530","2024-07-29","McCoy Creek","McCr6","B","6 m","","Litter",20,""
"2531","2024-07-29","McCoy Creek","McCr6","B","6 m","","Organic",56.7,""
"2532","2024-07-23","Hess Creek","HeCr4","A","9 m","","Coarse Woody Debris",1,""
"2533","2024-07-23","Hess Creek","HeCr4","A","9 m","","Fine Woody Debris",3,""
"2534","2024-07-23","Hess Creek","HeCr4","A","9 m","","Grass Litter",0.1,""
"2535","2024-07-23","Hess Creek","HeCr4","A","9 m","","Litter",14,""
"2536","2024-07-23","Hess Creek","HeCr4","A","9 m","","Aulocomnium",12,""
"2537","2024-07-23","Hess Creek","HeCr4","A","9 m","","Foliose Lichen",0.1,""
"2538","2024-07-23","Hess Creek","HeCr4","A","9 m","","Ceratodon purpureus",4,""
"2539","2024-07-23","Hess Creek","HeCr4","A","9 m","","Organic",3,""
"2540","2024-07-23","Hess Creek","HeCr4","A","9 m","","Burned Moss",62.8,""
"2541","2024-07-14","Haystack","Hays2","A","3 m","","Polytrichum",0.1,""
"2542","2024-07-14","Haystack","Hays2","A","3 m","","Litter",11,""
"2543","2024-07-14","Haystack","Hays2","A","3 m","","Fruticose Lichen",0.1,""
"2544","2024-07-14","Haystack","Hays2","A","3 m","","Coarse Woody Debris",1,""
"2545","2024-07-14","Haystack","Hays2","A","3 m","","Fine Woody Debris",5,""
"2546","2024-07-14","Haystack","Hays2","A","3 m","","Ceratodon/Pohlia",0.1,""
"2547","2024-07-14","Haystack","Hays2","A","3 m","","Burned moss",5,""
"2548","2024-07-14","Haystack","Hays2","A","3 m","","Organic",78,""
"2549","2024-08-01","Munson Creek","MuCr3","A","3 m","","Mushroom",0.1,""
"2550","2024-08-01","Munson Creek","MuCr3","A","3 m","","Ceratodon purpureus",3,""
"2551","2024-08-01","Munson Creek","MuCr3","A","3 m","","Polytrichum",0.1,""
"2552","2024-08-01","Munson Creek","MuCr3","A","3 m","","Burned Moss",5,""
"2553","2024-08-01","Munson Creek","MuCr3","A","3 m","","Coarse Woody Debris",2,""
"2554","2024-08-01","Munson Creek","MuCr3","A","3 m","","Fine Woody Debris",2,""
"2555","2024-08-01","Munson Creek","MuCr3","A","3 m","","Litter",20,""
"2556","2024-08-01","Munson Creek","MuCr3","A","3 m","","Liverwort",0.1,""
"2557","2024-08-01","Munson Creek","MuCr3","A","3 m","","Organic",67.5,""
"2558","2024-08-01","Munson Creek","MuCr3","A","3 m","","Sphagnum",0.1,""
"2559","2024-08-01","Munson Creek","MuCr3","A","3 m","","Pleurozium",0.1,""
"2560","2024-08-01","Munson Creek","MuCr2","A","6 m","","Cones",3,""
"2561","2024-08-01","Munson Creek","MuCr2","A","6 m","","Fine Woody Debris",2,""
"2562","2024-08-01","Munson Creek","MuCr2","A","6 m","","Polytrichum",0.1,""
"2563","2024-08-01","Munson Creek","MuCr2","A","6 m","","Mushroom",0.1,""
"2564","2024-08-01","Munson Creek","MuCr2","A","6 m","","Ceratodon purpureus",5,""
"2565","2024-08-01","Munson Creek","MuCr2","A","6 m","","Burned Lichen",1,""
"2566","2024-08-01","Munson Creek","MuCr2","A","6 m","","Litter",40,""
"2567","2024-08-01","Munson Creek","MuCr2","A","6 m","","Organic",48.8,""
"2568","2024-07-15","Lost Horse","LoHo3","C","9 m","","Polytrichum",0.1,""
"2569","2024-07-15","Lost Horse","LoHo3","C","9 m","","Coarse Woody Debris",0.1,""
"2570","2024-07-15","Lost Horse","LoHo3","C","9 m","","Fine Woody Debris",3,""
"2571","2024-07-15","Lost Horse","LoHo3","C","9 m","","Burned Lichen",2,""
"2572","2024-07-15","Lost Horse","LoHo3","C","9 m","","Ceratodon/Pohlia",0.1,""
"2573","2024-07-15","Lost Horse","LoHo3","C","9 m","","Burned Moss",10,""
"2574","2024-07-15","Lost Horse","LoHo3","C","9 m","","Litter",2,""
"2575","2024-07-15","Lost Horse","LoHo3","C","9 m","","Organic",83,""
"2576","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Drosera",0.1,""
"2577","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Crustose Lichen",0.1,""
"2578","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Fruticose Lichen",4,""
"2579","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Burned Lichen",2,""
"2580","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Burned Moss",7,""
"2581","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Litter",6,""
"2582","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Organic",3,""
"2583","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Ceratodon purpureus",0.1,""
"2584","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Fine Woody Debris",1,""
"2585","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Coarse Woody Debris",0.1,""
"2586","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Sphagnum",76.6,""
"2587","2024-07-23","Hess Creek","HeCr6","B","9 m","","Organic",3,""
"2588","2024-07-23","Hess Creek","HeCr6","B","9 m","","Coarse Woody Debris",0.1,""
"2589","2024-07-23","Hess Creek","HeCr6","B","9 m","","Fine Woody Debris",2,""
"2590","2024-07-23","Hess Creek","HeCr6","B","9 m","","Litter",7,""
"2591","2024-07-23","Hess Creek","HeCr6","B","9 m","","Ceratodon purpureus",87.9,""
"2592","2024-07-23","Hess Creek","HeCr6","B","9 m","","Merchantia ",0.1,""
"2593","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Ceratodon purpureus",25,""
"2594","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Grass Litter",2,""
"2595","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Litter",2,""
"2596","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Fine Woody Debris",15,""
"2597","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Coarse Woody Debris",20,""
"2598","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Peltigera",0.1,""
"2599","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Foliose Lichen",0.1,""
"2600","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Polytrichum",35.8,""
"2601","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Mushroom",0.1,""
"2602","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Litter",3,""
"2603","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Coarse Woody Debris",5,""
"2604","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Fine Woody Debris",6,""
"2605","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Ceratodon purpureus",4,""
"2606","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Marchantia polymorpha",2,""
"2607","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Organic",1,""
"2608","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Grass Litter",2,""
"2609","2024-07-30","Nugget Creek","NuCr3","C","6 m","","Polytrichum",76.9,""
"2610","2024-07-28","McCoy Creek","McCr5","C","3 m","","Burned Lichen",1,""
"2611","2024-07-28","McCoy Creek","McCr5","C","3 m","","Polytrichum",0.1,""
"2612","2024-07-28","McCoy Creek","McCr5","C","3 m","","Coarse Woody Debris",1,""
"2613","2024-07-28","McCoy Creek","McCr5","C","3 m","","Fine Woody Debris",2,""
"2614","2024-07-28","McCoy Creek","McCr5","C","3 m","","Burned Moss",2,""
"2615","2024-07-28","McCoy Creek","McCr5","C","3 m","","Litter",14,""
"2616","2024-07-28","McCoy Creek","McCr5","C","3 m","","Organic",79.9,""
"2617","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Coarse Woody Debris",18,""
"2618","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Fine Woody Debris",1,""
"2619","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Grass Litter",2,""
"2620","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Litter",2,""
"2621","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Crustose Lichen",0.1,""
"2622","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Foliose Lichen",0.1,""
"2623","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Organic",4,""
"2624","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Mineral ",2,""
"2625","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Marchantia polymorpha",1,""
"2626","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Ceratodon/Pohlia",20,""
"2627","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Polytrichum",49.7,""
"2628","2024-07-16","Shovel Creek","ShCr2","B","9 m","","Mushroom",0.1,""
"2629","2024-08-05","Dry Creek","DrCr1","A","3 m","","Polytrichum",3,""
"2630","2024-08-05","Dry Creek","DrCr1","A","3 m","","Ceratodon purpureus",2,""
"2631","2024-08-05","Dry Creek","DrCr1","A","3 m","","Coarse Woody Debris",5,""
"2632","2024-08-05","Dry Creek","DrCr1","A","3 m","","Burned Lichen",0.1,""
"2633","2024-08-05","Dry Creek","DrCr1","A","3 m","","Fine Woody Debris",0.1,""
"2634","2024-08-05","Dry Creek","DrCr1","A","3 m","","Grass Litter",2,""
"2635","2024-08-05","Dry Creek","DrCr1","A","3 m","","Burned Moss",3,""
"2636","2024-08-05","Dry Creek","DrCr1","A","3 m","","Litter",8,""
"2637","2024-08-05","Dry Creek","DrCr1","A","3 m","","Organic",76.8,""
"2638","2024-07-22","Hess Creek","HeCr2","B","3 m","","Coarse Woody Debris",7,""
"2639","2024-07-22","Hess Creek","HeCr2","B","3 m","","Ceratodon purpureus",6,""
"2640","2024-07-22","Hess Creek","HeCr2","B","3 m","","Fine Woody Debris",3,""
"2641","2024-07-22","Hess Creek","HeCr2","B","3 m","","Organic",7,""
"2642","2024-07-22","Hess Creek","HeCr2","B","3 m","","Litter",77,""
"2643","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Rabbit Scat",0.1,""
"2644","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Foliose Lichen",1,""
"2645","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Merchantia ",1,""
"2646","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Coarse Woody Debris",1,""
"2647","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Fine Woody Debris",3,""
"2648","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Litter",11.8,""
"2649","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Aulocomnium",0.1,""
"2650","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Organic",32,""
"2651","2024-07-23","Hess Creek","HeCr4","C","3 m","Old soil sampling hole in plot from LC","Ceratodon purpureus",50,""
"2652","2024-08-06","Dry Creek","DrCr4","C","6 m","","Ceratodon purpureus",0.1,""
"2653","2024-08-06","Dry Creek","DrCr4","C","6 m","","Burned Lichen",3,""
"2654","2024-08-06","Dry Creek","DrCr4","C","6 m","","Coarse Woody Debris",1,""
"2655","2024-08-06","Dry Creek","DrCr4","C","6 m","","Grass Litter",5,""
"2656","2024-08-06","Dry Creek","DrCr4","C","6 m","","Litter",7,""
"2657","2024-08-06","Dry Creek","DrCr4","C","6 m","","Organic",6,""
"2658","2024-08-06","Dry Creek","DrCr4","C","6 m","","Burned Moss",77.7,""
"2659","2024-08-06","Dry Creek","DrCr4","C","6 m","","Fine Woody Debris",0.1,""
"2660","2024-08-06","Dry Creek","DrCr4","C","6 m","","Mushroom",0.1,""
"2661","2024-08-05","Dry Creek","DrCr3","B","6 m","","Sphagnum",1,""
"2662","2024-08-05","Dry Creek","DrCr3","B","6 m","","Pleurozium",1,""
"2663","2024-08-05","Dry Creek","DrCr3","B","6 m","","Grass Litter",11,"Eri vag litter"
"2664","2024-08-05","Dry Creek","DrCr3","B","6 m","","Litter",4,""
"2665","2024-08-05","Dry Creek","DrCr3","B","6 m","","Coarse Woody Debris",1,""
"2666","2024-08-05","Dry Creek","DrCr3","B","6 m","","Fine Woody Debris",0.1,""
"2667","2024-08-05","Dry Creek","DrCr3","B","6 m","","Organic",8,""
"2668","2024-08-05","Dry Creek","DrCr3","B","6 m","","Ceratodon purpureus",1,""
"2669","2024-08-05","Dry Creek","DrCr3","B","6 m","","Mushroom",0.1,""
"2670","2024-08-05","Dry Creek","DrCr3","B","6 m","","Burned Moss",72.8,""
"2671","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Foliose Lichen",2,""
"2672","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Coarse Woody Debris",7,""
"2673","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Fine Woody Debris",0.1,""
"2674","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Litter",2,""
"2675","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Marchantia polymorpha",0.1,""
"2676","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Ceratodon purpureus",11,""
"2677","2024-07-31","Nugget Creek","NuCr6","C","6 m","","Polytrichum",77.8,""
"2678","2024-08-02","Teklanika ","Tekl6","C","3 m","","Burned Lichen",3,""
"2679","2024-08-02","Teklanika ","Tekl6","C","3 m","","Coarse Woody Debris",3,""
"2680","2024-08-02","Teklanika ","Tekl6","C","3 m","","Fine Woody Debris",1,""
"2681","2024-08-02","Teklanika ","Tekl6","C","3 m","","Litter",6,""
"2682","2024-08-02","Teklanika ","Tekl6","C","3 m","","Organic",87,""
"2683","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Litter",2,""
"2684","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Grass Litter",0.1,""
"2685","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Coarse Woody Debris",7,""
"2686","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Fine Woody Debris",1,""
"2687","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Ceratodon purpureus",5,""
"2688","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Burned Moss",3,""
"2689","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Polytrichum",0.1,""
"2690","2024-07-30","Nugget Creek","NuCr2","C","6 m","","Organic",81.8,""
"2691","2024-07-25","Haystack","Hays6","B","9 m","","Coarse Woody Debris",1,""
"2692","2024-07-25","Haystack","Hays6","B","9 m","","Fine Woody Debris",3,""
"2693","2024-07-25","Haystack","Hays6","B","9 m","","Litter",3,""
"2694","2024-07-25","Haystack","Hays6","B","9 m","","Burned Lichen",17,""
"2695","2024-07-25","Haystack","Hays6","B","9 m","","Burned Moss",75.9,""
"2696","2024-07-25","Haystack","Hays6","B","9 m","","Grass Litter",0.1,""
"2697","2024-07-18","Lost Horse","LoHo6","B","6 m","","Polytrichum",0.1,""
"2698","2024-07-18","Lost Horse","LoHo6","B","6 m","","Litter",7,""
"2699","2024-07-18","Lost Horse","LoHo6","B","6 m","","Coarse Woody Debris",1,""
"2700","2024-07-18","Lost Horse","LoHo6","B","6 m","","Fine Woody Debris",3,""
"2701","2024-07-18","Lost Horse","LoHo6","B","6 m","","Organic",14,""
"2702","2024-07-18","Lost Horse","LoHo6","B","6 m","","Burned Lichen",30,""
"2703","2024-07-18","Lost Horse","LoHo6","B","6 m","","Burned Moss",44.9,""
"2704","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Rock",2,""
"2705","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Coarse Woody Debris",4,""
"2706","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Fine Woody Debris",3,""
"2707","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Organic",2,""
"2708","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Grass Litter",2,""
"2709","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Litter",3,""
"2710","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Ceratodon purpureus",30,""
"2711","2024-07-17","Shovel Creek","ShCr5","A","6 m","","Polytrichum",54,""
"2712","2024-07-23","Hess Creek","HeCr6","C","9 m","","Liverwort",2,""
"2713","2024-07-23","Hess Creek","HeCr6","C","9 m","","Foliose Lichen",0.1,""
"2714","2024-07-23","Hess Creek","HeCr6","C","9 m","","Grass Litter",18,""
"2715","2024-07-23","Hess Creek","HeCr6","C","9 m","","Fine Woody Debris",1,""
"2716","2024-07-23","Hess Creek","HeCr6","C","9 m","","Litter",18,""
"2717","2024-07-23","Hess Creek","HeCr6","C","9 m","","Ceratodon/Pohlia",61,""
"2718","2024-07-23","Hess Creek","HeCr6","C","9 m","","Aulocomnium",0.1,""
"2719","2024-07-14","Haystack","Hays3","C","3 m","","Polytrichum",4,""
"2720","2024-07-14","Haystack","Hays3","C","3 m","","Foliose Lichen",2,""
"2721","2024-07-14","Haystack","Hays3","C","3 m","","Burned lichen",0.1,""
"2722","2024-07-14","Haystack","Hays3","C","3 m","","Fruticose Lichen",0.1,""
"2723","2024-07-14","Haystack","Hays3","C","3 m","","Ceratodon purpureus",1,""
"2724","2024-07-14","Haystack","Hays3","C","3 m","","Litter",2,""
"2725","2024-07-14","Haystack","Hays3","C","3 m","","Grass Litter",7,""
"2726","2024-07-14","Haystack","Hays3","C","3 m","","Coarse Woody Debris",0.1,""
"2727","2024-07-14","Haystack","Hays3","C","3 m","","Fine Woody Debris",1,""
"2728","2024-07-14","Haystack","Hays3","C","3 m","","Burned moss",11,""
"2729","2024-07-14","Haystack","Hays3","C","3 m","","Organic",71.7,""
"2730","2024-07-29","McCoy Creek","McCr6","C","6 m","","Polytrichum",1,""
"2731","2024-07-29","McCoy Creek","McCr6","C","6 m","","Sphagnum",0.1,""
"2732","2024-07-29","McCoy Creek","McCr6","C","6 m","","Burned Moss",3,""
"2733","2024-07-29","McCoy Creek","McCr6","C","6 m","","Fine Woody Debris",4,""
"2734","2024-07-29","McCoy Creek","McCr6","C","6 m","","Coarse Woody Debris",1,""
"2735","2024-07-29","McCoy Creek","McCr6","C","6 m","","Burned Lichen",0.1,""
"2736","2024-07-29","McCoy Creek","McCr6","C","6 m","","Organic",20,""
"2737","2024-07-29","McCoy Creek","McCr6","C","6 m","","Litter",70.8,""
"2738","2024-07-28","McCoy Creek","McCr5","C","6 m","","Polytrichum",0.1,""
"2739","2024-07-28","McCoy Creek","McCr5","C","6 m","","Burned Moss",7,""
"2740","2024-07-28","McCoy Creek","McCr5","C","6 m","","Fine Woody Debris",1,""
"2741","2024-07-28","McCoy Creek","McCr5","C","6 m","","Coarse Woody Debris",0.1,""
"2742","2024-07-28","McCoy Creek","McCr5","C","6 m","","Burned Lichen",0.1,""
"2743","2024-07-28","McCoy Creek","McCr5","C","6 m","","Litter",7,""
"2744","2024-07-28","McCoy Creek","McCr5","C","6 m","","Organic",84.7,""
"2745","2024-08-04","Munson Creek","MuCr5","C","3 m","","Grass Litter",1,""
"2746","2024-08-04","Munson Creek","MuCr5","C","3 m","","Litter",4,""
"2747","2024-08-04","Munson Creek","MuCr5","C","3 m","","Polytrichum",0.1,""
"2748","2024-08-04","Munson Creek","MuCr5","C","3 m","","Ceratodon purpureus",1,""
"2749","2024-08-04","Munson Creek","MuCr5","C","3 m","","Coarse Woody Debris",1,""
"2750","2024-08-04","Munson Creek","MuCr5","C","3 m","","Fine Woody Debris",1,""
"2751","2024-08-04","Munson Creek","MuCr5","C","3 m","","Burned Moss",5,""
"2752","2024-08-04","Munson Creek","MuCr5","C","3 m","","Organic",86.9,""
"2753","2024-07-22","Hess Creek","HeCr3","C","3 m","","Ceratodon/Pohlia",2,""
"2754","2024-07-22","Hess Creek","HeCr3","C","3 m","","Foliose Lichen",1,""
"2755","2024-07-22","Hess Creek","HeCr3","C","3 m","","Liverwort",0.1,""
"2756","2024-07-22","Hess Creek","HeCr3","C","3 m","","Litter",7,""
"2757","2024-07-22","Hess Creek","HeCr3","C","3 m","","Organic",10,""
"2758","2024-07-22","Hess Creek","HeCr3","C","3 m","","Dead lichen",0.1,""
"2759","2024-07-22","Hess Creek","HeCr3","C","3 m","","Coarse Woody Debris",3,""
