"","date","fire_scar","site","plot","location","site_notes","plant_species","plant_species_cover","veg_cover_notes"
"2440","2024-07-15","Lost Horse","LoHo2","B","6 m","","Salix spp",3,""
"2441","2024-07-15","Lost Horse","LoHo2","B","6 m","","Fine Woody Debris",3,""
"2442","2024-07-15","Lost Horse","LoHo2","B","6 m","","Coarse woody debris",2,""
"2443","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Coarse woody debris",35,""
"2444","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Fine Woody Debris",50,""
"2445","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"2446","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Calamagrostis canadensis",2,""
"2447","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Picea mariana",1,""
"2448","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Betula neoalaskana",0.1,""
"2449","2024-07-30","Nugget Creek","NuCr3","C","3 m","","Salix spp",2,"Not rooted in plot"
"2450","2024-08-04","Munson Creek","MuCr5","B","6 m","","Vaccinium vitis-idaea",1,""
"2451","2024-08-04","Munson Creek","MuCr5","B","6 m","","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",1,""
"2452","2024-08-04","Munson Creek","MuCr5","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",12,""
"2453","2024-08-04","Munson Creek","MuCr5","B","6 m","","Spiraea beauverdiana (stevenii)",7,""
"2454","2024-08-04","Munson Creek","MuCr5","B","6 m","","Coarse woody debris",0.1,""
"2455","2024-08-04","Munson Creek","MuCr5","B","6 m","","Fine Woody Debris",1,""
"2456","2024-08-04","Munson Creek","MuCr5","B","6 m","","Calamagrostis canadensis",0.1,""
"2457","2024-08-04","Munson Creek","MuCr5","B","6 m","","Picea mariana",0.1,""
"2458","2024-08-04","Munson Creek","MuCr5","B","6 m","","Rubus chamaemorus",0.1,""
"2459","2024-07-15","Lost Horse","LoHo3","A","6 m","","Calamagrostis canadensis",0.1,""
"2460","2024-07-15","Lost Horse","LoHo3","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",0.1,""
"2461","2024-07-15","Lost Horse","LoHo3","A","6 m","","Coarse woody debris",8,""
"2462","2024-07-15","Lost Horse","LoHo3","A","6 m","","Fine Woody Debris",18,""
"2463","2024-07-28","McCoy Creek","McCr4","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",18,""
"2464","2024-07-28","McCoy Creek","McCr4","B","6 m","","Coarse woody debris",17,""
"2465","2024-07-28","McCoy Creek","McCr4","B","6 m","","Fine Woody Debris",5,""
"2466","2024-07-28","McCoy Creek","McCr4","B","6 m","","Equisetum arvense",0.1,""
"2467","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Betula nana",50,""
"2468","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Vaccinium uliginosum",28,""
"2469","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Cornus canadensis",15,""
"2470","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Calamagrostis canadensis",8,""
"2471","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Vaccinium vitis-idaea",4,""
"2472","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Litter - herbaceous",10,""
"2473","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Fine Woody Debris",8,""
"2474","2024-07-17","Shovel Creek","ShCr6","C","3 m","","Coarse woody debris",2,""
"2475","2024-07-23","Hess Creek","HeCr6","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",8,""
"2476","2024-07-23","Hess Creek","HeCr6","C","6 m","","Calamagrostis canadensis",3,""
"2477","2024-07-23","Hess Creek","HeCr6","C","6 m","","Eriophorum vaginatum",3,""
"2478","2024-07-23","Hess Creek","HeCr6","C","6 m","","Carex spp",6,""
"2479","2024-07-23","Hess Creek","HeCr6","C","6 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"2480","2024-07-23","Hess Creek","HeCr6","C","6 m","","Betula nana",2,""
"2481","2024-07-23","Hess Creek","HeCr6","C","6 m","","Potentilla fruticose [Dasiphora fruticosa]",2,""
"2482","2024-07-23","Hess Creek","HeCr6","C","6 m","","Rubus chamaemorus",12,""
"2483","2024-07-23","Hess Creek","HeCr6","C","6 m","","Arctostaphylos rubra [Arctous rubra]",17,""
"2484","2024-07-23","Hess Creek","HeCr6","C","6 m","","Picea mariana",0.1,""
"2485","2024-07-23","Hess Creek","HeCr6","C","6 m","","Vaccinium uliginosum",3,""
"2486","2024-07-23","Hess Creek","HeCr6","C","6 m","","Vaccinium vitis-idaea",0.1,""
"2487","2024-07-23","Hess Creek","HeCr6","C","6 m","","Equisetum arvense",0.1,""
"2488","2024-07-23","Hess Creek","HeCr6","C","6 m","","Equisetum scirpoides",3,""
"2489","2024-07-23","Hess Creek","HeCr6","C","6 m","","Litter - herbaceous",2,""
"2490","2024-07-23","Hess Creek","HeCr6","C","6 m","","Coarse woody debris",0.1,""
"2491","2024-08-07","McCoy Creek","McCr3","B","3 m","","Picea mariana",0.1,""
"2492","2024-08-07","McCoy Creek","McCr3","B","3 m","","Betula neoalaskana",0.1,""
"2493","2024-08-07","McCoy Creek","McCr3","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"2494","2024-08-07","McCoy Creek","McCr3","B","3 m","","Calamagrostis canadensis",0.1,""
"2495","2024-08-07","McCoy Creek","McCr3","B","3 m","","Coarse woody debris",22,""
"2496","2024-08-07","McCoy Creek","McCr3","B","3 m","","Fine Woody Debris",4,""
"2497","2024-08-07","McCoy Creek","McCr3","B","3 m","","Equisetum sylvaticum",28,""
"2498","2024-08-07","McCoy Creek","McCr3","B","3 m","","Rubus chamaemorus",0.1,""
"2499","2024-07-15","Lost Horse","LoHo1","C","3 m","","Vaccinium uliginosum",1,""
"2500","2024-07-15","Lost Horse","LoHo1","C","3 m","","Unknown grass 1",1,""
"2501","2024-07-15","Lost Horse","LoHo1","C","3 m","","Fine Woody Debris",1,""
"2502","2024-07-15","Lost Horse","LoHo1","C","3 m","","Coarse woody debris",0.1,""
"2503","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Rubus chamaemorus",0.1,""
"2504","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Ledum palustre subsp. decumbens [Rhododendron tomentosum]",4,""
"2505","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2506","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Vaccinium vitis-idaea",5,""
"2507","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Vaccinium uliginosum",0.1,""
"2508","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Coarse woody debris",2,""
"2509","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Fine Woody Debris",1,""
"2510","2024-08-01","Munson Creek","MuCr2","B","3 m","2nd pic is Unkn liverwort in ground cover","Picea mariana",0.1,""
"2511","2024-07-29","McCoy Creek","McCr2","A","3 m","","Equisetum sylvaticum",3,""
"2512","2024-07-29","McCoy Creek","McCr2","A","3 m","","Rubus chamaemorus",10,""
"2513","2024-07-29","McCoy Creek","McCr2","A","3 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",1,""
"2514","2024-07-29","McCoy Creek","McCr2","A","3 m","","Vaccinium vitis-idaea",2,""
"2515","2024-07-29","McCoy Creek","McCr2","A","3 m","","Vaccinium uliginosum",3,""
"2516","2024-07-29","McCoy Creek","McCr2","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2517","2024-07-29","McCoy Creek","McCr2","A","3 m","","Coarse woody debris",2,""
"2518","2024-07-29","McCoy Creek","McCr2","A","3 m","","Fine Woody Debris",2,""
"2519","2024-07-29","McCoy Creek","McCr2","A","3 m","","Petasites frigidus",2,""
"2520","2024-07-29","McCoy Creek","McCr2","A","3 m","","Calamagrostis canadensis",1,""
"2521","2024-07-25","Haystack","Hays4","B","9 m","","Vaccinium uliginosum",4,""
"2522","2024-07-25","Haystack","Hays4","B","9 m","","Vaccinium vitis-idaea",7,""
"2523","2024-07-25","Haystack","Hays4","B","9 m","","Cornus canadensis",2,""
"2524","2024-07-25","Haystack","Hays4","B","9 m","","Fine Woody Debris",8,""
"2525","2024-07-25","Haystack","Hays4","B","9 m","","Coarse woody debris",3,""
"2526","2024-07-25","Haystack","Hays4","B","9 m","","Calamagrostis canadensis",15,""
"2527","2024-07-25","Haystack","Hays4","B","9 m","","Grass litter",3,""
"2528","2024-07-25","Haystack","Hays4","B","9 m","","Betula nana",0.1,""
"2529","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Polygonum alpinum",12,""
"2530","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Equisetum sylvaticum",6,""
"2531","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Vaccinium vitis-idaea",4,""
"2532","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Rubus chamaemorus",3,""
"2533","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Oxycoccus microcarpos [Vaccinium oxycoccos]",3,""
"2534","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Vaccinium uliginosum",3,""
"2535","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Unknown grass 1",1,""
"2536","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",30,""
"2537","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Fine Woody Debris",3,""
"2538","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Litter - herbaceous",4,""
"2539","2024-07-16","Shovel Creek","ShCr1","C","6 m","","Picea mariana",0.1,""
"2540","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Spiraea beauverdiana (stevenii)",2,""
"2541","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",12,""
"2542","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Calamagrostis canadensis",5,""
"2543","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Salix spp",0.1,"Not rooted in plot"
"2544","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Fine Woody Debris",0.1,""
"2545","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Vaccinium vitis-idaea",1,""
"2546","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Picea mariana",0.1,""
"2547","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Equisetum sylvaticum",33,""
"2548","2024-07-31","Nugget Creek","NuCr4","B","3 m","","Rubus chamaemorus",1,""
"2549","2024-07-15","Lost Horse","LoHo1","B","6 m","","Vaccinium uliginosum",0.1,""
"2550","2024-07-15","Lost Horse","LoHo1","B","6 m","","Coarse woody debris",2,""
"2551","2024-07-15","Lost Horse","LoHo1","B","6 m","","Fine Woody Debris",3,""
"2552","2024-08-02","Teklanika ","Tekl4","B","3 m","","Equisetum scirpoides",0.1,""
"2553","2024-08-02","Teklanika ","Tekl4","B","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2554","2024-08-02","Teklanika ","Tekl4","B","3 m","","Coarse woody debris",1,""
"2555","2024-08-02","Teklanika ","Tekl4","B","3 m","","Fine Woody Debris",0.1,""
"2556","2024-07-29","McCoy Creek","McCr2","A","6 m","","Eriophorum vaginatum",4,""
"2557","2024-07-29","McCoy Creek","McCr2","A","6 m","","Equisetum sylvaticum",2,""
"2558","2024-07-29","McCoy Creek","McCr2","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2559","2024-07-29","McCoy Creek","McCr2","A","6 m","","Calamagrostis canadensis",0.1,""
"2560","2024-07-29","McCoy Creek","McCr2","A","6 m","","Rubus chamaemorus",3,""
"2561","2024-07-29","McCoy Creek","McCr2","A","6 m","","Petasites frigidus",2,""
"2562","2024-07-29","McCoy Creek","McCr2","A","6 m","","Vaccinium uliginosum",1,""
"2563","2024-07-29","McCoy Creek","McCr2","A","6 m","","Vaccinium vitis-idaea",2,""
"2564","2024-07-29","McCoy Creek","McCr2","A","6 m","","Coarse woody debris",1,""
"2565","2024-07-29","McCoy Creek","McCr2","A","6 m","","Fine Woody Debris",0.1,""
"2566","2024-08-07","McCoy Creek","McCr3","A","3 m","","Rubus chamaemorus",1,""
"2567","2024-08-07","McCoy Creek","McCr3","A","3 m","","Vaccinium uliginosum",0.1,""
"2568","2024-08-07","McCoy Creek","McCr3","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",3,""
"2569","2024-08-07","McCoy Creek","McCr3","A","3 m","","Equisetum sylvaticum",4,""
"2570","2024-08-07","McCoy Creek","McCr3","A","3 m","","Coarse woody debris",4,""
"2571","2024-08-07","McCoy Creek","McCr3","A","3 m","","Fine Woody Debris",2,""
"2572","2024-08-07","McCoy Creek","McCr3","A","3 m","","Picea mariana",0.1,""
"2573","2024-08-07","McCoy Creek","McCr3","A","3 m","","Betula neoalaskana",0.1,""
"2574","2024-08-07","McCoy Creek","McCr3","A","3 m","","Spiraea beauverdiana (stevenii)",1,""
"2575","2024-08-07","McCoy Creek","McCr3","A","3 m","","Vaccinium vitis-idaea",0.1,""
"2576","2024-08-07","McCoy Creek","McCr3","A","3 m","","Calamagrostis canadensis",1,""
"2577","2024-08-07","McCoy Creek","McCr3","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"2578","2024-08-07","McCoy Creek","McCr3","A","3 m","","Petasites frigidus",1,""
"2579","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Salix spp",7,""
"2580","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Betula neoalaskana",10,""
"2581","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Epilobium angustifolium [Chamerion angustifolium]",8,""
"2582","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Picea mariana",2,""
"2583","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Calamagrostis canadensis",30,""
"2584","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Burned Organic",3,""
"2585","2024-07-30","Nugget Creek","NuCr3","A","6 m","","SDG",7,""
"2586","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Coarse woody debris",31,""
"2587","2024-07-30","Nugget Creek","NuCr3","A","6 m","","Fine Woody Debris",4,""
"2588","2024-07-14","Haystack","Hays3","A","3 m","","Calamagrostis canadensis",7,""
"2589","2024-07-14","Haystack","Hays3","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",5,""
"2590","2024-07-14","Haystack","Hays3","A","3 m","","Vaccinium uliginosum",1,""
"2591","2024-07-14","Haystack","Hays3","A","3 m","","Vaccinium vitis-idaea",0.1,""
"2592","2024-07-14","Haystack","Hays3","A","3 m","","Coarse woody debris",0.1,""
"2593","2024-07-14","Haystack","Hays3","A","3 m","","Fine Woody Debris",0.1,""
"2594","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Rubus chamaemorus",1,""
"2595","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",7,""
"2596","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Coarse woody debris",10,""
"2597","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Fine Woody Debris",0.1,""
"2598","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Picea mariana",1,""
"2599","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Equisetum sylvaticum",45,""
"2600","2024-07-31","Nugget Creek","NuCr4","B","6 m","","Vaccinium vitis-idaea",0.1,""
"2601","2024-08-06","Dry Creek","DrCr4","B","3 m","","Picea mariana",0.1,""
"2602","2024-08-06","Dry Creek","DrCr4","B","3 m","","Equisetum arvense",4,""
"2603","2024-08-06","Dry Creek","DrCr4","B","3 m","","Vaccinium vitis-idaea",8,""
"2604","2024-08-06","Dry Creek","DrCr4","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"2605","2024-08-06","Dry Creek","DrCr4","B","3 m","","Galium boreale",4,""
"2606","2024-08-06","Dry Creek","DrCr4","B","3 m","","Equisetum arvense",1,""
"2607","2024-08-06","Dry Creek","DrCr4","B","3 m","","Coarse woody debris",4,""
"2608","2024-08-06","Dry Creek","DrCr4","B","3 m","","Fine Woody Debris",1,""
"2609","2024-08-06","Dry Creek","DrCr4","B","3 m","","Mertensia paniculata",22,""
"2610","2024-08-06","Dry Creek","DrCr4","B","3 m","","Calamagrostis canadensis",17,""
"2611","2024-08-06","Dry Creek","DrCr4","B","3 m","","Linnaea borealis",1,""
"2612","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Epilobium angustifolium [Chamerion angustifolium]",14,""
"2613","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Picea mariana",3,""
"2614","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Coarse woody debris",30,""
"2615","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Betula neoalaskana",0.1,""
"2616","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Salix spp",0.1,""
"2617","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Equisetum sylvaticum",38,""
"2618","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Fine Woody Debris",6,""
"2619","2024-07-31","Nugget Creek","NuCr4","C","3 m","","Geocaulon lividum",0.1,""
"2620","2024-07-23","Hess Creek","HeCr5","B","6 m","","Potentilla fruticose [Dasiphora fruticosa]",3,""
"2621","2024-07-23","Hess Creek","HeCr5","B","6 m","","Rosa acicularis",3,""
"2622","2024-07-23","Hess Creek","HeCr5","B","6 m","","Epilobium angustifolium [Chamerion angustifolium]",2,""
"2623","2024-07-23","Hess Creek","HeCr5","B","6 m","","Petasites frigidus",5,""
"2624","2024-07-23","Hess Creek","HeCr5","B","6 m","","Rubus chamaemorus",0.1,""
"2625","2024-07-23","Hess Creek","HeCr5","B","6 m","","Vaccinium vitis-idaea",3,""
"2626","2024-07-23","Hess Creek","HeCr5","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",6,""
"2627","2024-07-23","Hess Creek","HeCr5","B","6 m","","Salix spp",13,""
"2628","2024-07-23","Hess Creek","HeCr5","B","6 m","","Vaccinium uliginosum",13,""
"2629","2024-07-23","Hess Creek","HeCr5","B","6 m","","Equisetum arvense",1,""
"2630","2024-07-23","Hess Creek","HeCr5","B","6 m","","Equisetum scirpoides",2,""
"2631","2024-07-23","Hess Creek","HeCr5","B","6 m","","Carex spp",0.1,""
"2632","2024-07-23","Hess Creek","HeCr5","B","6 m","","Coarse woody debris",6,""
"2633","2024-07-23","Hess Creek","HeCr5","B","6 m","","Fine Woody Debris",3,""
"2634","2024-07-23","Hess Creek","HeCr5","B","6 m","","Litter - herbaceous",5,""
"2635","2024-07-23","Hess Creek","HeCr5","B","6 m","","Calamagrostis canadensis",27,""
"2636","2024-07-23","Hess Creek","HeCr5","B","6 m","","Picea mariana",0.1,""
"2637","2024-07-28","McCoy Creek","McCr4","B","3 m","","Epilobium angustifolium [Chamerion angustifolium]",15,""
"2638","2024-07-28","McCoy Creek","McCr4","B","3 m","","Coarse woody debris",15,""
"2639","2024-07-28","McCoy Creek","McCr4","B","3 m","","Fine Woody Debris",15,""
"2640","2024-07-28","McCoy Creek","McCr4","B","3 m","","Betula neoalaskana",0.1,""
"2641","2024-07-29","McCoy Creek","McCr6","B","6 m","","Betula nana",9,""
"2642","2024-07-29","McCoy Creek","McCr6","B","6 m","","Carex spp",6,""
"2643","2024-07-29","McCoy Creek","McCr6","B","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",5,""
"2644","2024-07-29","McCoy Creek","McCr6","B","6 m","","Coarse woody debris",3,""
"2645","2024-07-29","McCoy Creek","McCr6","B","6 m","","Fine Woody Debris",17,""
"2646","2024-07-29","McCoy Creek","McCr6","B","6 m","","Vaccinium vitis-idaea",1,""
"2647","2024-07-29","McCoy Creek","McCr6","B","6 m","","Vaccinium uliginosum",2,""
"2648","2024-07-29","McCoy Creek","McCr6","B","6 m","","Rubus chamaemorus",0.1,""
"2649","2024-07-23","Hess Creek","HeCr4","A","9 m","","Potentilla fruticose [Dasiphora fruticosa]",2,""
"2650","2024-07-23","Hess Creek","HeCr4","A","9 m","","Equisetum arvense",0.1,""
"2651","2024-07-23","Hess Creek","HeCr4","A","9 m","","Vaccinium uliginosum",3,""
"2652","2024-07-23","Hess Creek","HeCr4","A","9 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",13,""
"2653","2024-07-23","Hess Creek","HeCr4","A","9 m","","Calamagrostis canadensis",1,""
"2654","2024-07-23","Hess Creek","HeCr4","A","9 m","","Carex spp",1,""
"2655","2024-07-23","Hess Creek","HeCr4","A","9 m","","Vaccinium vitis-idaea",1,""
"2656","2024-07-23","Hess Creek","HeCr4","A","9 m","","Betula nana",1,""
"2657","2024-07-23","Hess Creek","HeCr4","A","9 m","","Salix spp",1,""
"2658","2024-07-23","Hess Creek","HeCr4","A","9 m","","Equisetum scirpoides",4,""
"2659","2024-07-23","Hess Creek","HeCr4","A","9 m","","Coarse woody debris",2,""
"2660","2024-07-23","Hess Creek","HeCr4","A","9 m","","Fine Woody Debris",3,""
"2661","2024-07-23","Hess Creek","HeCr4","A","9 m","","Grass litter",0.1,""
"2662","2024-07-14","Haystack","Hays2","A","3 m","","Betula nana",45,""
"2663","2024-07-14","Haystack","Hays2","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2664","2024-07-14","Haystack","Hays2","A","3 m","","Salix spp",17,""
"2665","2024-07-14","Haystack","Hays2","A","3 m","","Coarse woody debris",1,""
"2666","2024-07-14","Haystack","Hays2","A","3 m","","Fine Woody Debris",0.1,""
"2667","2024-07-14","Haystack","Hays2","A","3 m","","Vaccinium vitis-idaea",0.1,""
"2668","2024-08-01","Munson Creek","MuCr3","A","3 m","","Equisetum sylvaticum",0.1,""
"2669","2024-08-01","Munson Creek","MuCr3","A","3 m","","Vaccinium vitis-idaea",3,""
"2670","2024-08-01","Munson Creek","MuCr3","A","3 m","","Picea mariana",0.1,""
"2671","2024-08-01","Munson Creek","MuCr3","A","3 m","","Eriophorum vaginatum",7,""
"2672","2024-08-01","Munson Creek","MuCr3","A","3 m","","Coarse woody debris",3,""
"2673","2024-08-01","Munson Creek","MuCr3","A","3 m","","Fine Woody Debris",5,""
"2674","2024-08-01","Munson Creek","MuCr3","A","3 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",22,""
"2675","2024-08-01","Munson Creek","MuCr3","A","3 m","","Calamagrostis canadensis",0.1,""
"2676","2024-08-01","Munson Creek","MuCr3","A","3 m","","Betula neoalaskana",0.1,""
"2677","2024-08-01","Munson Creek","MuCr3","A","3 m","","Betula nana",0.1,""
"2678","2024-08-01","Munson Creek","MuCr2","A","6 m","","Vaccinium vitis-idaea",1,""
"2679","2024-08-01","Munson Creek","MuCr2","A","6 m","","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",2,""
"2680","2024-08-01","Munson Creek","MuCr2","A","6 m","","Coarse woody debris",2,""
"2681","2024-08-01","Munson Creek","MuCr2","A","6 m","","Fine Woody Debris",0.1,""
"2682","2024-07-15","Lost Horse","LoHo3","C","9 m","","Fine Woody Debris",1,""
"2683","2024-07-15","Lost Horse","LoHo3","C","9 m","","Coarse woody debris",0.1,""
"2684","2024-07-15","Lost Horse","LoHo3","C","9 m","","Calamagrostis canadensis",0.1,""
"2685","2024-07-15","Lost Horse","LoHo3","C","9 m","","Vaccinium uliginosum",0.1,""
"2686","2024-07-15","Lost Horse","LoHo3","C","9 m","","Vaccinium vitis-idaea",0.1,""
"2687","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Betula nana",12,""
"2688","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Calamagrostis canadensis",0.1,""
"2689","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Rosa acicularis",1,""
"2690","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Carex spp",0.1,""
"2691","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Ledum palustre subsp. groenlandicum [Rhododendron groenlandicum]",5,""
"2692","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Vaccinium vitis-idaea",1,""
"2693","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Vaccinium uliginosum",0.1,""
"2694","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Empetrum nigrum",4,""
"2695","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Picea mariana",0.1,""
"2696","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Coarse woody debris",0.1,""
"2697","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Fine Woody Debris",1,""
"2698","2024-08-01","Munson Creek","MuCr1","A","0 m","0m, not 9m. Entered as 9 due to fulcrum set up.","Oxycoccus microcarpos [Vaccinium oxycoccos]",1,""
"2699","2024-07-23","Hess Creek","HeCr6","B","9 m","","Vaccinium uliginosum",2,""
"2700","2024-07-23","Hess Creek","HeCr6","B","9 m","","Vaccinium vitis-idaea",1,""
"2701","2024-07-23","Hess Creek","HeCr6","B","9 m","","Galium boreale",1,""
"2702","2024-07-23","Hess Creek","HeCr6","B","9 m","","Picea mariana",0.1,""
"2703","2024-07-23","Hess Creek","HeCr6","B","9 m","","Carex spp",1,""
"2704","2024-07-23","Hess Creek","HeCr6","B","9 m","","Salix spp",0.1,""
"2705","2024-07-23","Hess Creek","HeCr6","B","9 m","","Equisetum arvense",11,""
"2706","2024-07-23","Hess Creek","HeCr6","B","9 m","","Equisetum scirpoides",11,""
"2707","2024-07-23","Hess Creek","HeCr6","B","9 m","","Calamagrostis canadensis",1,""
"2708","2024-07-23","Hess Creek","HeCr6","B","9 m","","Fine Woody Debris",0.1,""
"2709","2024-07-23","Hess Creek","HeCr6","B","9 m","","Grass litter",0.1,""
"2710","2024-07-23","Hess Creek","HeCr6","B","9 m","","Unknown forb 1",0.1,""
"2711","2024-07-23","Hess Creek","HeCr6","B","9 m","","Epilobium angustifolium [Chamerion angustifolium]",0.1,""
"2712","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Epilobium angustifolium [Chamerion angustifolium]",18,""
"2713","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Polygonum alpinum",3,""
"2714","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Calamagrostis canadensis",4,""
"2715","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Betula neoalaskana",3,""
"2716","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Picea mariana",0.1,""
"2717","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Vaccinium vitis-idaea",0.1,""
"2718","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Unknown grass 1",1,""
"2719","2024-07-16","Shovel Creek","ShCr2","A","3 m","","Coarse woody debris",20,""
